id_client,date_octroi,age,sexe,situation_matrimoniale,nb_personnes_charge,niveau_education,zone_habitation,secteur_activite,anciennete_activite_mois,revenu_mensuel_fcfa,charges_mensuelles_fcfa,possede_compte_epargne,montant_epargne_fcfa,montant_credit_fcfa,duree_credit_mois,taux_interet_annuel,objet_credit,type_garantie,membre_groupe_solidaire,nb_credits_anterieurs,nb_retards_anterieurs,score_mobile_money,nb_transactions_mm_mois,distance_agence_km,agent_credit,nb_relances_recouvrement,statut_dossier,defaut_paiement
CLI-008683,2021-08-09,38,M,Celibataire,3.0,Primaire,Semi-urbaine,Services,24.0,33900.0,11600.0,0,0.0,134000.0,9,19.66,Scolarite,Aucune,0,1,0,47.8,2,2.0,AG-022,0,Solde,0
CLI-003908,2023-11-23,35,M,Celibataire,3.0,Secondaire,Semi-urbaine,Agriculture,103.0,41300.0,28400.0,1,39900.0,100000.0,9,19.28,Habitat,Aucune,0,4,0,55.2,4,2.8,AG-023,1,Solde,0
CLI-002383,2021-01-11,26,F,Marie,7.0,Aucun,Semi-urbaine,Transport,53.0,69400000.0,54200.0,0,0.0,382000.0,24,27.28,Fonds de roulement,Caution solidaire,1,1,0,47.4,3,3.8,AG-002,0,En cours,0
CLI-009003,2022-07-28,33,M,Marie,1.0,Aucun,SEMI-URBAINE,Commerce,99.0,77800.0,43400.0,1,39000.0,392000.0,24,15.44,Equipement,Aucune,0,2,0,69.8,6,1.5,AG-018,1,En cours,0
CLI-007227,2022-12-26,36,F,Divorce,2.0,Secondaire,Semi-urbaine,Transport,62.0,142500.0,75600.0,0,0.0,1022000.0,18,16.0,Fonds de roulement,Caution solidaire,1,3,0,46.2,4,3.3,AG-002,1,Solde,0
CLI-008044,2023-03-30,51,F,Marie,3.0,Primaire,RURALE,Fonction publique,136.0,107500.0,40500.0,1,36200.0,655000.0,24,15.8,Fonds de roulement,Caution solidaire,1,4,0,47.6,4,18.1,AG-014,0,En cours,0
CLI-006053,2025-03-16,41,M,Marie,3.0,Primaire,URBAINE,Agriculture,121.0,46500.0,27100.0,0,0.0,179000.0,9,24.22,Equipement,Caution solidaire,0,2,0,23.1,14,2.9,AG-022,1,Contentieux,1
CLI-003899,2021-01-08,38,M,Marie,1.0,Superieur,Urbaine,Agriculture,96.0,81800.0,43800.0,1,28400.0,294000.0,3,18.45,Equipement,Aucune,0,2,0,61.2,12,3.5,AG-009,7,Recouvrement,1
CLI-006749,2023-09-03,39,M,Marie,4.0,Aucun,Semi-urbaine,Artisanat,116.0,75800.0,41200.0,0,0.0,106000.0,18,21.17,Intrants agricoles,Aucune,0,2,0,46.7,5,12.5,AG-005,0,Solde,0
CLI-003164,2021-07-12,25,F,Marie,1.0,Primaire,Rurale,Commerce,38.0,26900.0,11800.0,1,4300.0,50000.0,12,16.0,Equipement,Caution solidaire,1,2,1,53.2,5,3.6,AG-010,0,Solde,0
CLI-004183,2022-07-20,32,F,Divorce,3.0,Primaire,Rurale,Fonction publique,75.0,123600.0,40800.0,0,0.0,375000.0,36,23.24,Scolarite,Caution solidaire,1,2,0,,5,4.9,AG-026,0,Solde,0
CLI-003056,2024-01-08,53,M,Celibataire,0.0,Aucun,Rurale,Commerce,112.0,49200.0,14700.0,0,0.0,102000.0,3,13.44,Autre,Aucune,0,3,0,65.2,4,2.2,AG-010,2,Solde,0
CLI-006617,2022-07-12,47,Feminin,Marie,4.0,Secondaire,Urbaine,Agriculture,56.0,-999.0,62400.0,1,36700.0,336000.0,36,20.12,Intrants agricoles,Materiel,0,1,0,59.7,9,4.3,AG-014,0,Solde,0
CLI-003612,2025-02-20,44,M,Marie,6.0,Primaire,Rurale,Agriculture,83.0,25600.0,13500.0,0,0.0,121000.0,6,19.73,Intrants agricoles,Materiel,0,1,0,59.6,7,36.9,AG-019,0,Solde,0
CLI-007299,2023-12-12,43,F,Marie,5.0,Secondaire,Urbaine,Transport,71.0,129800.0,50500.0,0,0.0,1486000.0,24,19.95,Autre,Materiel,0,2,0,63.0,26,0.7,AG-021,1,Solde,0
CLI-007157,2023-12-10,29,M,Marie,6.0,Aucun,Semi-urbaine,Services,140.0,141800.0,78300.0,1,115400.0,399000.0,3,29.4,Scolarite,Caution solidaire,1,1,0,55.0,7,6.5,AG-002,0,Solde,0
CLI-004834,2021-07-05,25,M,Marie,2.0,Primaire,Urbaine,Fonction publique,191.0,182600.0,83800.0,0,,367000.0,18,24.13,Equipement,Aucune,1,5,2,50.1,17,3.3,AG-009,0,Solde,0
CLI-009125,2023-10-04,18,F,Marie,6.0,Aucun,Rurale,Commerce,36.0,40400.0,26100.0,1,19900.0,308000.0,3,11.29,Equipement,Materiel,1,2,0,68.5,5,41.5,AG-022,0,Solde,0
CLI-000007,2021-05-16,25,F,Veuf,0.0,Secondaire,Semi-urbaine,Artisanat,25.0,,40300.0,0,,78000.0,12,24.69,Scolarite,Caution solidaire,1,0,0,53.0,8,8.6,AG-019,0,Solde,0
CLI-002985,2023-05-17,31,F,Marie,4.0,Superieur,Urbaine,Commerce,23.0,203500.0,89500.0,1,70900.0,275000.0,18,25.04,Fonds de roulement,Aucune,0,0,0,71.1,19,9.4,AG-013,0,Solde,0
CLI-002091,2023-12-22,44,F,Veuf,1.0,Superieur,Semi-urbaine,Artisanat,34.0,63900.0,24200.0,0,,181000.0,9,20.22,Intrants agricoles,Caution solidaire,1,1,0,39.4,5,11.5,AG-010,1,Solde,0
CLI-001740,2022-02-03,30,F,Celibataire,3.0,Primaire,Urbaine,Artisanat,31.0,123500.0,66900.0,0,0.0,551000.0,12,29.63,Equipement,Materiel,0,1,0,55.6,22,3.0,AG-012,0,Solde,0
CLI-003402,2024-10-01,18,F,Celibataire,2.0,Aucun,Rurale,Artisanat,14.0,69200.0,20300.0,0,0.0,303000.0,12,25.4,Intrants agricoles,Aucune,0,2,0,49.1,7,9.3,AG-008,0,En cours,0
CLI-002941,18/02/2023,36,M,Marie,4.0,Primaire,Urbaine,Transport,113.0,225700.0,80500.0,0,0.0,599000.0,6,16.91,Sante,Caution solidaire,1,2,0,69.8,23,3.9,AG-008,0,En cours,0
CLI-007031,2023-12-08,29,F,Celibataire,2.0,Secondaire,Rurale,Services,8.0,67200.0,36000.0,1,37700.0,248000.0,24,16.05,Intrants agricoles,Aucune,1,2,0,38.1,9,14.4,AG-016,0,Solde,0
CLI-004555,2023-03-23,39,F,Marie,2.0,Aucun,Rurale,  Services,75.0,128300.0,66900.0,0,0.0,399000.0,18,22.45,Fonds de roulement,Caution solidaire,1,0,0,46.9,4,64.8,AG-009,0,Solde,0
CLI-009152,2022-10-24,59,F,Celibataire,2.0,Secondaire,Semi-urbaine,Artisanat,142.0,73900.0,39200.0,1,46400.0,676000.0,18,21.68,Scolarite,Caution solidaire,1,2,0,53.2,5,3.5,AG-016,0,Solde,0
CLI-002124,2024-11-02,18,M,Marie,5.0,Superieur,Urbaine,Agriculture,131.0,147100.0,94800.0,1,32900.0,867000.0,6,17.01,Fonds de roulement,Caution solidaire,1,2,0,37.7,27,3.0,AG-005,3,Contentieux,1
CLI-000414,2023-07-19,23,M,Veuf,0.0,Primaire,Rurale,Commerce,48.0,133000.0,92800.0,0,0.0,262000.0,12,17.71,Scolarite,Caution solidaire,1,2,1,64.4,9,29.6,AG-002,0,Solde,0
CLI-000705,2021-10-10,33,F,Marie,6.0,Primaire,Rurale,Services,33.0,63200.0,41200.0,0,0.0,186000.0,12,18.2,Equipement,Aucune,0,4,1,,0,30.0,AG-015,0,En cours,0
CLI-004571,2022-01-13,34,F,Divorce,0.0,Secondaire,Urbaine,Transport,40.0,201100.0,88600.0,0,0.0,1027000.0,36,25.44,Fonds de roulement,Materiel,1,1,0,58.5,21,0.6,AG-001,0,Solde,0
CLI-003528,2021-12-12,19,F,Marie,2.0,Superieur,Urbaine,Transport,50.0,121800.0,50100.0,1,29700.0,420000.0,36,20.26,Fonds de roulement,Hypotheque,1,4,1,56.2,29,4.0,AG-011,0,Solde,0
CLI-007105,2021-10-14,57,F,Marie,6.0,Primaire,Semi-urbaine,Agriculture,143.0,-999.0,43400.0,1,,146000.0,6,20.99,Habitat,Materiel,0,2,0,66.9,4,13.6,AG-021,11,Contentieux,1
CLI-006802,2021-02-12,31,F,Veuf,1.0,Secondaire,Semi-urbaine,Agriculture,31.0,38400.0,9800.0,0,0.0,143000.0,18,27.08,Scolarite,Aucune,0,0,0,59.4,5,3.3,AG-022,1,Solde,0
CLI-008237,2023-08-30,44,F,Marie,4.0,Primaire,Urbaine,Agriculture,39.0,63600.0,35600.0,1,24600.0,165000.0,24,23.33,Equipement,Caution solidaire,0,1,0,62.4,15,6.1,AG-023,0,En cours,0
CLI-006901,2022-02-23,33,M,Marie,1.0,Secondaire,Semi-urbaine,Commerce,23.0,82900.0,59100.0,0,0.0,416000.0,6,16.48,Fonds de roulement,Caution solidaire,1,4,0,48.2,6,4.4,AG-022,1,Solde,0
CLI-004587,2022-03-29,40,F,Celibataire,3.0,Primaire,Urbaine,Artisanat,109.0,77800.0,22200.0,0,0.0,57000.0,6,13.91,Equipement,Caution solidaire,1,3,1,42.0,19,6.9,AG-023,0,Solde,0
CLI-002440,2023-07-03,33,F,Celibataire,2.0,Secondaire,Urbaine,Commerce,55.0,197200.0,76100.0,0,0.0,584000.0,6,20.28,Equipement,Aucune,0,1,0,47.5,32,7.0,AG-022,0,En cours,0
CLI-005672,2021-12-16,49,F,Celibataire,0.0,Superieur,Urbaine,Services,44.0,158800.0,51300.0,1,53400.0,128000.0,18,23.71,Autre,Hypotheque,0,1,0,63.6,18,3.4,AG-009,0,Solde,0
CLI-007046,2024-04-14,49,M,Celibataire,0.0,Superieur,Semi-urbaine,Services,49.0,,44000.0,1,124500.0,1469000.0,18,20.69,Equipement,Caution solidaire,0,0,0,53.6,7,1.3,AG-004,0,Solde,0
CLI-004607,2022-04-24,28,F,Marie,4.0,Superieur,Urbaine,Agriculture,35.0,73900.0,39900.0,1,27500.0,365000.0,6,17.39,Intrants agricoles,Aucune,1,0,0,53.4,18,2.1,AG-022,0,Solde,0
CLI-001699,2022-06-22,40,M,Divorce,3.0,Primaire,Urbaine,Commerce,31.0,87500.0,49300.0,0,0.0,231000.0,12,22.25,Fonds de roulement,Materiel,0,0,0,,14,8.1,AG-023,0,Solde,0
CLI-000149,2021-04-15,34,F,Veuf,1.0,Aucun,Rurale,Commerce,149.0,48500.0,13800.0,0,0.0,153000.0,18,22.3,Intrants agricoles,Caution solidaire,1,3,0,33.9,4,40.0,AG-008,10,Restructure,1
CLI-005382,2024-09-28,33,M,Celibataire,1.0,Aucun,Rurale,Commerce,40.0,45000.0,26200.0,0,0.0,118000.0,12,18.98,Fonds de roulement,Aucune,1,1,0,49.9,4,29.0,AG-020,4,Contentieux,1
CLI-000338,2021-12-16,31,F,Marie,1.0,Aucun,Rurale,Artisanat,140.0,74000.0,54600.0,0,0.0,306000.0,6,21.71,Autre,Caution solidaire,1,1,1,62.1,7,18.8,AG-026,4,Recouvrement,1
CLI-000911,2022-02-18,40,M,Marie,3.0,Secondaire,Urbaine,Agriculture,36.0,69200.0,43300.0,0,0.0,242000.0,12,20.84,Scolarite,Aucune,0,3,1,35.8,28,5.2,AG-003,0,Solde,0
CLI-004045,2023-06-20,19,F,Marie,6.0,Aucun,Rurale,Transport,27.0,48900.0,17100.0,0,0.0,315000.0,36,18.38,Scolarite,Aucune,0,1,0,55.2,4,8.4,AG-007,0,En cours,0
CLI-002872,2022-02-24,28,M,Marie,4.0,Superieur,Rurale,Artisanat,85.0,97400.0,28000.0,1,36200.0,845000.0,12,21.72,Sante,Caution solidaire,1,2,0,43.7,7,9.8,AG-025,0,Solde,0
CLI-006329,2022-08-31,24,M,Marie,4.0,Aucun,Rurale,Artisanat,3.0,16600.0,7000.0,0,0.0,66000.0,18,11.01,Autre,Aucune,0,4,4,,8,3.5,AG-019,1,En cours,0
CLI-002176,2022-07-17,43,F,Celibataire,1.0,Secondaire,Urbaine,Commerce,68.0,55900.0,28100.0,1,75200.0,140000.0,6,20.71,Fonds de roulement,Caution solidaire,0,3,0,35.9,21,3.7,AG-021,0,Solde,0
CLI-008479,2022-03-06,31,F,Marie,4.0,Primaire,Semi-urbaine,Services,178.0,79900.0,31400.0,0,0.0,156000.0,12,21.09,Scolarite,Materiel,1,2,0,48.8,4,1.4,AG-015,0,Solde,0
CLI-006120,2025-02-11,32,F,Marie,4.0,Primaire,Semi-urbaine,Agriculture,35.0,,35300.0,0,0.0,309000.0,3,17.5,Fonds de roulement,Caution solidaire,1,2,0,76.7,2,2.5,AG-010,8,Contentieux,1
CLI-006918,2024-09-19,42,M,Marie,2.0,Primaire,Urbaine,Agriculture,75.0,113300.0,60600.0,0,0.0,318000.0,3,23.48,Fonds de roulement,Aucune,0,1,0,67.5,20,2.6,AG-014,0,En cours,0
CLI-001277,2023-08-13,29,F,Marie,2.0,Aucun,Semi-urbaine,Transport,40.0,67400.0,38700.0,0,0.0,326000.0,6,10.86,Fonds de roulement,Aucune,0,2,0,64.1,5,14.7,AG-021,0,Solde,0
CLI-000371,2021-12-18,43,M,Celibataire,1.0,Superieur,Rurale,Fonction publique,145.0,186900.0,94900.0,1,38400.0,1681000.0,12,14.25,Fonds de roulement,Hypotheque,0,3,1,32.9,10,26.0,AG-021,0,En cours,0
CLI-000052,2021-09-10,44,F,Celibataire,1.0,Primaire,Semi-urbaine,Commerce,57.0,92100.0,52200.0,0,0.0,416000.0,12,22.23,Sante,Caution solidaire,0,1,0,81.2,14,4.3,AG-019,0,Solde,0
CLI-004167,2024-03-29,35,M,Marie,1.0,Superieur,Semi-urbaine,Commerce,52.0,230900.0,114900.0,0,0.0,565000.0,18,25.61,Intrants agricoles,Materiel,0,1,1,,14,4.6,AG-023,0,Solde,0
CLI-008024,2022-07-16,27,M,Celibataire,1.0,Superieur,Urbaine,Artisanat,84.0,115200.0,48400.0,0,0.0,580000.0,6,25.24,Fonds de roulement,Materiel,0,2,1,63.8,25,5.9,AG-003,0,Solde,0
CLI-003273,2024-03-26,54,M,Celibataire,5.0,Primaire,Urbaine,Agriculture,21.0,44200.0,31600.0,0,0.0,167000.0,12,27.17,Intrants agricoles,Aucune,1,2,0,75.1,15,1.6,AG-012,0,Solde,0
CLI-005851,2021-04-11,44,F,Celibataire,3.0,Primaire,Rurale,Agriculture,74.0,78000.0,41900.0,0,0.0,291000.0,9,23.5,Fonds de roulement,Caution solidaire,1,2,1,,6,5.1,AG-010,9,Recouvrement,1
CLI-005347,2023-11-26,32,F,Marie,7.0,Superieur,Rurale,Artisanat,71.0,82800.0,72800.0,1,61200.0,222000.0,3,21.95,Equipement,Caution solidaire,1,3,1,27.6,3,15.8,AG-024,5,Recouvrement,1
CLI-006530,2022-01-31,50,M,Marie,3.0,Secondaire,Urbaine,Commerce,92.0,320700.0,143200.0,0,0.0,580000.0,9,19.39,Fonds de roulement,Caution solidaire,1,0,0,67.5,38,2.5,AG-009,0,Solde,0
CLI-003720,2021-05-16,53,M,Marie,5.0,Aucun,Rurale,Transport,42.0,45700.0,28600.0,0,0.0,265000.0,9,19.6,Autre,Caution solidaire,1,2,0,47.7,3,15.3,AG-008,0,Solde,0
CLI-003237,2021-12-30,18,M,Marie,2.0,Primaire,Semi-urbaine,Commerce,145.0,75700.0,48300.0,0,0.0,76000.0,36,21.56,Fonds de roulement,Caution solidaire,1,0,0,46.9,4,4.2,AG-026,0,Solde,0
CLI-006626,2023-11-07,35,M,Divorce,1.0,Secondaire,Rurale,Commerce,134.0,146000.0,70800.0,1,42700.0,1189000.0,36,17.71,Habitat,Caution solidaire,1,4,2,42.2,11,29.7,AG-009,0,Solde,0
CLI-002480,2021-11-14,50,M,Veuf,0.0,Primaire,Urbaine,Commerce,36.0,119300.0,44200.0,0,,446000.0,18,19.75,Equipement,Caution solidaire,1,1,0,61.7,28,8.6,AG-021,0,Solde,0
CLI-008969,2023-07-25,35,F,Celibataire,1.0,Aucun,Rurale,Services,60.0,129100.0,72400.0,0,,354000.0,12,26.2,Sante,Caution solidaire,1,3,0,53.0,4,9.5,AG-008,1,Solde,0
CLI-000584,2024-07-21,50,F,Celibataire,2.0,Primaire,Semi-urbaine,Agriculture,37.0,92900.0,48600.0,0,0.0,284000.0,9,21.29,Habitat,Aucune,0,2,1,45.2,8,16.0,AG-007,4,Recouvrement,1
CLI-004326,2024-11-03,40,M,Marie,3.0,Secondaire,Urbaine,Fonction publique,66.0,131100.0,46100.0,1,39000.0,1518000.0,18,20.33,Scolarite,Materiel,0,3,0,72.7,16,5.1,AG-012,0,Solde,0
CLI-003923,2023-10-01,54,F,Marie,2.0,Superieur,Rurale,Artisanat,78.0,62600.0,40800.0,1,19200.0,286000.0,3,19.9,Fonds de roulement,Caution solidaire,1,2,0,75.1,5,23.6,AG-007,0,Solde,0
CLI-005231,2023-09-17,41,F,Marie,1.0,Aucun,Rurale,Fonction publique,54.0,105600.0,25700.0,1,14500.0,603000.0,12,22.33,Equipement,Hypotheque,1,1,0,50.8,8,25.7,AG-025,0,Solde,0
CLI-005323,2024-01-19,39,F,Marie,5.0,Superieur,Urbaine,Services,39.0,171600.0,109400.0,1,20500.0,788000.0,9,23.78,Fonds de roulement,Caution solidaire,1,4,1,54.1,23,1.4,AG-015,4,Contentieux,1
CLI-006913,2022-08-27,19,M,Marie,4.0,,Urbaine,Fonction publique,94.0,,147200.0,0,0.0,1211000.0,6,23.59,Sante,Aucune,0,3,0,,23,6.4,AG-012,0,Solde,0
CLI-007343,2022-11-23,42,F,Marie,3.0,Secondaire,Urbaine,Commerce,,194300.0,68800.0,1,,1068000.0,12,22.63,Fonds de roulement,Materiel,0,3,0,,22,5.5,AG-005,0,Solde,0
CLI-004759,2021-12-16,50,M,Celibataire,2.0,Primaire,Urbaine,Commerce,25.0,138500.0,89400.0,0,0.0,423000.0,12,17.83,Fonds de roulement,Caution solidaire,1,1,0,58.7,19,1.3,AG-012,0,En cours,0
CLI-004714,2023-09-02,33,F,Marie,7.0,Superieur,URBAINE,Commerce,152.0,126500.0,82600.0,0,0.0,573000.0,24,22.66,Fonds de roulement,Caution solidaire,1,0,0,51.0,14,1.2,AG-004,0,Solde,0
CLI-004737,2021-07-06,40,F,Veuf,1.0,Primaire,Semi-urbaine,Services,31.0,210000.0,142900.0,0,0.0,656000.0,12,12.04,Intrants agricoles,Aucune,0,0,0,56.9,18,2.2,AG-023,0,Solde,0
CLI-005484,2022-08-12,41,M,Marie,2.0,Primaire,Semi-urbaine,Agriculture,38.0,35400.0,19400.0,0,0.0,201000.0,18,25.99,Fonds de roulement,Caution solidaire,1,1,0,57.4,7,2.0,AG-021,0,Solde,0
CLI-008459,2021-09-21,35,F,Marie,4.0,Primaire,Semi-urbaine,Fonction publique,19.0,195400.0,90200.0,0,0.0,783000.0,9,22.84,Fonds de roulement,Materiel,1,0,0,72.1,6,3.4,AG-011,0,Solde,0
CLI-001843,2024-11-18,49,F,Marie,4.0,Superieur,Urbaine,Artisanat,78.0,182200.0,93100.0,0,0.0,1544000.0,12,27.47,Sante,Materiel,0,1,0,79.3,25,10.3,AG-023,0,Solde,0
CLI-003959,2023-03-07,31,F,Divorce,0.0,Superieur,Urbaine,Agriculture,42.0,97700.0,46500.0,0,0.0,130000.0,3,18.29,Fonds de roulement,Caution solidaire,1,1,0,80.7,16,1.5,AG-024,0,En cours,0
CLI-003531,2023-05-17,33,F,Celibataire,0.0,Aucun,Urbaine,Services,,105900.0,21800.0,1,20900.0,541000.0,18,28.02,Fonds de roulement,Caution solidaire,1,0,0,62.1,21,2.0,AG-004,0,En cours,0
CLI-005003,2024-09-20,37,F,Marie,4.0,Aucun,Rurale,Commerce,41.0,43700.0,25100.0,0,0.0,207000.0,18,23.89,Fonds de roulement,Caution solidaire,1,2,0,66.9,5,5.1,AG-021,0,En cours,0
CLI-001576,2024-04-27,38,F,Marie,4.0,Secondaire,Urbaine,Commerce,31.0,144500.0,86200.0,0,,185000.0,18,17.76,Scolarite,Caution solidaire,1,3,0,40.4,15,6.2,AG-006,0,En cours,0
CLI-004560,2023-08-23,35,F,Veuf,3.0,Primaire,Rurale,Agriculture,33.0,28800.0,8400.0,0,0.0,65000.0,6,21.96,Equipement,Caution solidaire,1,2,1,44.3,4,58.0,AG-008,0,Solde,0
CLI-007774,2022-03-19,32,F,Celibataire,1.0,Primaire,Urbaine,Agriculture,141.0,39100.0,10700.0,0,0.0,51000.0,9,25.79,Scolarite,Materiel,0,5,1,44.8,11,4.5,AG-003,0,Solde,0
CLI-004050,2024-12-24,30,M,Divorce,1.0,Primaire,Semi-urbaine,Commerce,33.0,-999.0,31100.0,0,0.0,522000.0,24,26.93,Habitat,Aucune,0,2,0,46.7,8,0.7,AG-007,0,En cours,0
CLI-006381,2025-03-29,39,M,Marie,7.0,Aucun,Urbaine,Artisanat,23.0,45500.0,16100.0,0,,299000.0,24,19.71,Scolarite,Caution solidaire,1,1,0,46.8,24,4.2,AG-015,0,Solde,0
CLI-003752,2022-10-25,39,F,Marie,1.0,Secondaire,Urbaine,Agriculture,60.0,89200.0,64300.0,0,0.0,114000.0,6,33.02,Autre,Caution solidaire,1,1,0,63.9,15,2.3,AG-020,1,Solde,0
CLI-005707,2023-01-15,48,Feminin,Marie,0.0,Primaire,Urbaine,Commerce,46.0,141000.0,102100.0,1,31800.0,1545000.0,36,21.59,Intrants agricoles,Materiel,0,0,0,68.8,25,1.4,AG-009,0,Solde,0
CLI-005764,2023-10-08,18,M,Marie,3.0,Primaire,Urbaine,Artisanat,47.0,83900.0,51900.0,0,0.0,26000.0,12,18.52,Equipement,Materiel,0,2,0,72.4,18,10.9,AG-018,1,Solde,0
CLI-005475,2022-11-07,26,M,Veuf,2.0,Superieur,Urbaine,Artisanat,36.0,104600.0,26300.0,1,20500.0,190000.0,12,19.58,Intrants agricoles,Aucune,1,4,1,51.4,15,3.8,AG-007,1,Solde,0
CLI-005184,2022-06-27,50,F,Marie,3.0,Secondaire,Rurale,Commerce,42.0,111400.0,82400.0,0,0.0,291000.0,18,25.64,Sante,Caution solidaire,1,0,0,,4,14.9,AG-025,0,Solde,0
CLI-004119,2023-05-21,36,M,Celibataire,3.0,Secondaire,Rurale,Agriculture,17.0,23700.0,14000.0,0,0.0,92000.0,18,24.93,Fonds de roulement,Caution solidaire,1,1,0,55.3,8,3.0,AG-018,0,Solde,0
CLI-005877,2023-05-04,28,F,Celibataire,1.0,,SEMI-URBAINE,Commerce,32.0,59400.0,22400.0,0,0.0,150000.0,24,20.22,Habitat,Aucune,0,2,0,32.3,9,5.8,AG-006,0,Solde,0
CLI-006892,2025-01-11,43,F,Celibataire,3.0,,Semi-urbaine,Agriculture,21.0,99400.0,78600.0,0,0.0,115000.0,9,21.31,Fonds de roulement,Caution solidaire,1,1,0,36.7,5,2.2,AG-009,1,Solde,0
CLI-002742,2022-08-24,30,F,Marie,2.0,Secondaire,Urbaine,Artisanat,30.0,221300.0,91800.0,1,70600.0,620000.0,3,25.97,Scolarite,Materiel,0,0,0,79.0,28,7.3,AG-009,0,Solde,0
CLI-006752,2023-04-23,46,F,Marie,1.0,Aucun,Rurale,Artisanat,37.0,58300.0,40000.0,1,4200.0,107000.0,24,29.17,Fonds de roulement,Caution solidaire,1,3,0,76.9,8,11.2,AG-003,0,En cours,0
CLI-005511,2024-02-25,48,F,Marie,,Superieur,Urbaine,Commerce,38.0,134100.0,99900.0,1,41800.0,394000.0,18,16.89,Intrants agricoles,Caution solidaire,1,2,1,55.0,18,6.1,AG-015,4,Contentieux,1
CLI-000208,2023-01-07,62,F,Marie,4.0,Superieur,Urbaine,Commerce,79.0,98000.0,43600.0,1,9100.0,377000.0,36,16.48,Fonds de roulement,Caution solidaire,1,1,0,63.4,14,3.5,AG-003,1,Solde,0
CLI-004157,2021-10-06,54,F,Marie,1.0,Aucun,SEMI-URBAINE,Transport,8.0,60900.0,25800.0,0,0.0,272000.0,6,19.75,Autre,Caution solidaire,1,0,0,45.5,7,2.0,AG-012,1,En cours,0
CLI-007871,2022-11-20,36,F,Celibataire,1.0,Secondaire,Rurale,Commerce,95.0,69900.0,37400.0,1,10500.0,149000.0,24,20.05,Intrants agricoles,Caution solidaire,0,2,2,37.8,9,21.8,AG-003,0,En cours,0
CLI-007993,2022-04-08,29,M,Marie,6.0,Aucun,Semi-urbaine,Transport,7.0,43300.0,21600.0,0,0.0,255000.0,12,24.54,Fonds de roulement,Caution solidaire,1,3,0,59.4,5,3.8,AG-026,0,En cours,0
CLI-007730,2022-11-29,36,M,Marie,1.0,Secondaire,Semi-urbaine,Artisanat,22.0,98400.0,37000.0,0,0.0,438000.0,9,18.8,Fonds de roulement,Caution solidaire,1,1,0,54.7,7,2.7,AG-002,1,Solde,0
CLI-006704,2023-05-17,18,F,Marie,3.0,Primaire,Rurale,Agriculture,92.0,56900.0,36100.0,0,0.0,310000.0,24,17.87,Equipement,Caution solidaire,1,3,0,39.0,5,11.0,AG-025,0,Solde,0
CLI-007337,2023-07-30,57,F,Marie,4.0,Aucun,Urbaine,Agriculture,70.0,35400.0,19800.0,0,0.0,42000.0,18,21.18,Fonds de roulement,Aucune,0,1,0,51.1,11,5.1,AG-009,0,Solde,0
CLI-008923,2024-04-09,30,M,Marie,3.0,Superieur,Semi-urbaine,Agriculture,30.0,58500.0,37900.0,1,18900.0,182000.0,6,16.69,Equipement,Caution solidaire,0,2,0,56.7,5,5.6,AG-013,0,Solde,0
CLI-008205,2024-05-26,22,F,Divorce,2.0,Primaire,Rurale,Commerce,30.0,31100.0,11400.0,0,0.0,271000.0,12,16.19,Equipement,Caution solidaire,1,2,0,56.4,5,5.5,AG-003,0,Solde,0
CLI-005223,2025-01-31,51,M,Marie,3.0,Secondaire,Urbaine,Fonction publique,151.0,110700.0,21300.0,0,0.0,434000.0,9,25.41,Habitat,Caution solidaire,1,3,1,,24,3.8,AG-020,1,Solde,0
CLI-007268,2022-08-07,33,F,Celibataire,2.0,,Semi-urbaine,Fonction publique,125.0,215200.0,104700.0,0,0.0,958000.0,36,22.41,Equipement,Materiel,0,1,0,56.3,9,4.2,AG-006,0,Solde,0
CLI-001659,2022-09-20,45,M,Marie,4.0,Superieur,Urbaine,Artisanat,32.0,159500.0,108100.0,0,0.0,788000.0,12,24.56,Fonds de roulement,Materiel,0,1,0,71.9,22,2.0,AG-012,9,Recouvrement,1
CLI-008506,2022-09-16,47,M,Marie,4.0,Aucun,Semi-urbaine,Agriculture,36.0,19100.0,14600.0,0,0.0,166000.0,24,18.81,Intrants agricoles,Materiel,0,3,0,57.3,8,1.3,AG-020,2,Recouvrement,1
CLI-005209,16/03/2021,36,M,Celibataire,2.0,Secondaire,Urbaine,Services,40.0,119700.0,64100.0,1,27200.0,282000.0,6,25.54,Intrants agricoles,Materiel,1,1,0,47.8,12,0.7,AG-023,0,En cours,0
CLI-003250,2023-04-18,40,M,Marie,6.0,Primaire,Urbaine,Agriculture,93.0,107400.0,59500.0,0,0.0,464000.0,18,13.13,Intrants agricoles,Materiel,0,2,0,,22,1.4,AG-023,1,Solde,0
CLI-007301,2023-04-28,22,F,Marie,5.0,Secondaire,Rurale,Fonction publique,189.0,157200.0,88400.0,0,0.0,77000.0,12,18.86,Intrants agricoles,Caution solidaire,1,4,0,23.8,11,12.9,AG-019,0,Solde,0
CLI-001885,2022-03-03,18,F,Marie,5.0,Secondaire,Urbaine,Commerce,81.0,70700.0,24900.0,0,0.0,102000.0,12,20.05,Equipement,Caution solidaire,1,2,0,69.8,21,1.7,AG-025,0,Solde,0
CLI-005893,2022-08-09,23,F,Marie,4.0,Superieur,Semi-urbaine,Artisanat,82.0,113200.0,32700.0,1,132900.0,368000.0,18,21.82,Intrants agricoles,Caution solidaire,1,2,1,57.2,9,0.8,AG-001,0,En cours,0
